Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD,BTC=
2016-11-18,27.515,60.35,34.95,760.16,210.35,218.5,2181.9,12.85,1.0585,1208.31,21.05,115.15,748.0
2016-11-19,,,,,,,,,,,,,750.0
2016-11-20,,,,,,,,,,,,,727.05
2016-11-21,27.9325,60.86,34.98,780.0,211.08,220.15,2198.18,12.42,1.0627,1213.66,21.48,115.58,736.42
2016-11-22,27.95,61.12,35.48,785.33,211.11,220.58,2202.94,12.41,1.0624,1211.86,21.56,115.54,747.62
2016-11-23,27.8075,60.4,35.2,780.12,212.31,220.7,2204.72,12.43,1.0556,1187.65,20.5,113.25,740.17
2016-11-24,,,,,,,,,1.0552,1183.2,,,735.63
2016-11-25,27.9475,60.53,35.44,780.37,211.38,221.52,2213.35,12.34,1.0584,1182.88,20.61,112.61,735.23
2016-11-26,,,,,,,,,,,,,729.93
2016-11-27,,,,,,,,,,,,,726.13
2016-11-28,27.8925,60.61,35.51,766.77,210.35,220.48,2201.72,13.15,1.0613,1193.38,21.4,113.8,729.46
2016-11-29,27.865,61.09,35.31,762.52,211.75,220.91,2204.66,12.9,1.0647,1188.34,21.23,113.27,730.03
2016-11-30,27.63,60.26,34.7,750.57,219.29,220.38,2198.81,13.33,1.0585,1172.7,20.83,111.75,742.05
2016-12-01,27.3725,59.2,33.76,743.65,226.63,219.57,2191.08,14.07,1.066,1170.91,20.66,111.54,751.54
2016-12-02,27.475,59.25,34.16,740.34,223.36,219.68,2191.95,14.12,1.067,1176.88,21.37,112.14,770.77
2016-12-03,,,,,,,,,,,,,760.75
2016-12-04,,,,,,,,,,,,,761.98
2016-12-05,27.2775,60.22,34.39,759.36,228.55,221.0,2204.71,12.14,1.0762,1170.1801,21.33,111.54,749.51
2016-12-06,27.4875,59.95,34.72,764.72,231.38,221.7,2212.23,11.79,1.0717,1169.64,21.2,111.43,758.96
2016-12-07,27.7575,61.37,35.5,770.42,235.56,224.6,2241.35,12.22,1.0751,1173.9,21.44,111.83,763.99
2016-12-08,28.03,61.01,35.7,767.33,241.45,225.15,2246.19,12.64,1.0615,1170.46,21.46,111.57,766.29
2016-12-09,28.4875,61.97,35.76,768.66,241.85,226.51,2259.53,11.75,1.0559,1157.75,20.67,110.4,769.2
2016-12-10,,,,,,,,,,,,,772.27
2016-12-11,,,,,,,,,,,,,768.18
2016-12-12,28.325,62.17,35.97,760.12,237.17,226.25,2256.96,12.64,1.0634,1162.12,20.75,110.82,777.11
2016-12-13,28.7975,62.98,36.8,774.34,238.55,227.76,2271.72,12.72,1.0625,1157.96,21.04,110.45,775.05
2016-12-14,28.7975,62.68,36.55,768.82,239.93,225.88,2253.28,13.19,1.0535,1144.12,19.89,108.83,776.98
2016-12-15,28.955,62.58,36.79,761.0,243.0,226.81,2262.03,12.79,1.0412,1128.34,18.99,107.34,774.4
2016-12-16,28.9925,62.3,36.31,757.77,238.9,225.04,2258.07,12.2,1.0447,1133.99,19.08,108.05,781.32
2016-12-17,,,,,,,,,,,,,787.74
2016-12-18,,,,,,,,,,,,,788.35
2016-12-19,29.16,63.62,36.89,766.0,239.07,225.53,2262.53,11.71,1.0402,1138.66,19.08,108.59,791.0
2016-12-20,29.2375,63.54,37.21,771.22,243.09,226.4,2270.76,11.45,1.0385,1131.8,19.13,107.79,798.41
2016-12-21,29.265,63.54,36.98,770.6,241.44,225.77,2265.18,11.27,1.0423,1131.41,19.09,107.85,832.0
2016-12-22,29.0725,63.55,36.93,766.34,240.12,225.38,2260.96,11.43,1.0435,1128.6,19.07,107.59,859.07
2016-12-23,29.13,63.24,36.97,760.59,240.97,225.71,2263.79,11.44,1.0454,1133.11,19.34,107.93,913.99
2016-12-24,,,,,,,,,,,,,892.6
2016-12-25,,,,,,,,,,,,,867.09
2016-12-26,,,,,,,,,1.0453,1133.56,,,897.54
2016-12-27,29.315,63.28,37.07,771.4,241.56,226.27,2268.88,11.99,1.0455,1138.85,19.87,108.56,930.29
2016-12-28,29.19,62.99,36.63,772.13,240.65,224.4,2249.92,12.95,1.0407,1142.05,20.24,108.86,976.47
2016-12-29,29.1825,62.9,36.66,765.15,238.18,224.35,2249.26,13.37,1.049,1158.24,21.75,110.29,969.73
2016-12-30,28.955,62.14,36.27,749.87,239.45,223.53,2238.83,14.04,1.0513,1151.46,20.92,109.61,958.6
2016-12-31,,,,,,,,,,,,,966.33
2017-01-01,,,,,,,,,,,,,996.68
2017-01-02,,,,,,,,,1.0457,,,,1011.32
2017-01-03,29.0375,62.58,36.6,753.67,241.57,225.24,2257.83,12.85,1.0404,1158.8199,21.76,110.47,1035.51
2017-01-04,29.005,62.3,36.41,757.18,243.13,226.58,2270.75,11.85,1.0486,1163.4,21.92,110.86,1114.35
2017-01-05,29.1525,62.3,36.35,780.45,241.32,226.4,2269.0,11.67,1.0603,1180.39,23.2,112.58,1004.73
2017-01-06,29.4775,62.84,36.48,795.99,244.9,227.21,2276.98,11.32,1.053,1172.72,22.39,111.75,893.89
2017-01-07,,,,,,,,,,,,,903.94
2017-01-08,,,,,,,,,,,,,909.68
2017-01-09,29.7475,62.64,36.61,796.92,242.89,226.46,2268.9,11.56,1.0572,1181.16,22.46,112.67,894.91
2017-01-10,29.7775,62.62,36.54,795.9,242.57,226.46,2268.9,11.49,1.0553,1187.64,22.62,113.15,903.46
2017-01-11,29.9375,63.19,36.95,799.02,245.76,227.1,2275.32,11.26,1.058,1191.46,22.57,113.5,777.62
2017-01-12,29.8125,62.61,36.71,813.64,243.84,226.53,2270.44,11.54,1.061,1195.5601,22.62,113.91,805.89
2017-01-13,29.76,62.7,36.79,817.14,244.3,227.05,2274.64,11.23,1.0641,1197.26,22.74,114.21,825.84
2017-01-14,,,,,,,,,,,,,817.23
2017-01-15,,,,,,,,,,,,,821.85
2017-01-16,,,,,,,,,1.06,1202.8,,,830.43
2017-01-17,30.0,62.53,36.8,809.72,235.74,226.25,2267.89,11.87,1.0712,1216.46,23.36,115.85,905.95
2017-01-18,29.9975,62.5,36.76,807.48,234.29,226.75,2271.89,12.48,1.063,1203.54,23.01,114.87,886.68
2017-01-19,29.945,62.3,36.57,809.04,231.41,225.91,2263.69,12.78,1.0663,1204.76,22.88,114.77,901.01
2017-01-20,30.0,62.74,36.94,808.33,232.2,226.74,2271.31,11.54,1.0699,1209.56,23.12,115.05,895.65
2017-01-21,,,,,,,,,,,,,921.9
2017-01-22,,,,,,,,,,,,,922.39
2017-01-23,30.02,62.96,36.77,817.88,232.67,226.15,2265.2,11.77,1.0761,1217.38,23.81,115.79,913.15
2017-01-24,29.9925,63.52,37.62,822.44,233.68,227.6,2280.07,11.07,1.073,1208.74,23.83,115.27,884.18
2017-01-25,30.47,63.68,37.8,836.52,237.25,229.57,2298.37,10.81,1.0744,1200.22,23.47,114.32,893.25
2017-01-26,30.485,64.27,37.56,839.15,239.58,229.33,2296.68,10.63,1.068,1188.49,22.87,113.26,914.3
2017-01-27,30.4875,65.78,37.98,835.77,236.95,228.97,2294.69,10.58,1.0694,1191.21,23.22,113.49,916.55
2017-01-28,,,,,,,,,,,,,917.04
2017-01-29,,,,,,,,,,,,,912.01
2017-01-30,30.4075,65.13,37.42,830.38,233.9,227.55,2280.9,11.88,1.0692,1194.96,23.15,113.97,910.61
2017-01-31,30.3375,64.65,36.82,823.48,229.32,227.53,2278.87,11.99,1.0795,1210.51,23.93,115.55,963.01
2017-02-01,32.1875,63.58,36.52,832.35,230.67,227.62,2279.55,11.81,1.0767,1209.11,23.85,115.2,983.67
2017-02-02,32.1325,63.17,36.68,839.95,230.41,227.77,2280.85,11.93,1.0758,1215.8101,24.38,115.84,1008.21
2017-02-03,32.27,63.68,36.52,810.2,240.95,229.34,2297.42,10.97,1.0781,1219.8,24.5,116.13,1015.02
2017-02-04,,,,,,,,,,,,,1033.17
2017-02-05,,,,,,,,,,,,,1010.03
2017-02-06,32.5725,63.64,36.27,807.64,239.98,228.93,2292.56,11.37,1.0749,1235.48,25.4,117.7,1023.51
2017-02-07,32.8825,63.43,36.35,812.5,239.62,228.94,2293.08,11.29,1.068,1233.64,25.29,117.46,1051.03
2017-02-08,33.01,63.34,36.38,819.71,237.73,229.24,2294.67,11.45,1.0697,1241.61,25.57,118.19,1050.44
2017-02-09,33.105,64.06,35.46,821.36,241.55,230.6,2307.87,10.88,1.0654,1230.51,24.91,117.29,985.11
2017-02-10,33.03,64.0,35.34,827.46,242.72,231.51,2316.1,10.85,1.0638,1234.01,25.29,117.6,995.43
2017-02-11,,,,,,,,,,,,,1011.01
2017-02-12,,,,,,,,,,,,,999.51
2017-02-13,33.3225,64.72,35.8,836.53,246.27,232.77,2328.25,11.07,1.0597,1225.06,24.95,116.8,1000.18
2017-02-14,33.755,64.57,35.93,836.39,249.46,233.7,2337.58,10.74,1.0577,1228.2,24.92,116.93,1008.27
2017-02-15,33.8775,64.53,36.05,842.7,250.54,234.92,2349.25,11.97,1.0598,1232.56,24.93,117.45,1010.74
2017-02-16,33.83625,64.52,36.41,844.14,249.44,234.72,2347.22,11.76,1.0672,1238.76,25.2,118.08,1032.7
2017-02-17,33.93,64.62,36.48,845.07,250.38,235.09,2351.16,11.49,1.0611,1235.22,24.79,117.68,1054.77
2017-02-18,,,,,,,,,,,,,1055.0
2017-02-19,,,,,,,,,,,,,1050.64
2017-02-20,,,,,,,,,1.0609,1238.0,,,1083.99
2017-02-21,34.175,64.49,36.52,856.44,251.76,236.49,2365.38,11.57,1.0535,1235.9,24.62,117.75,1124.62
2017-02-22,34.2775,64.36,36.07,855.61,251.73,236.28,2362.82,11.74,1.0555,1237.31,24.33,117.91,1130.02
2017-02-23,34.1325,64.62,36.18,852.19,251.19,236.44,2363.81,11.71,1.0579,1249.34,24.37,118.94,1183.51
2017-02-24,34.165,64.62,36.53,845.24,247.35,236.74,2367.34,11.47,1.056,1256.56,24.13,119.7,1180.31
2017-02-25,,,,,,,,,,,,,1151.79
2017-02-26,,,,,,,,,,,,,1179.05
2017-02-27,34.2325,64.23,36.51,848.64,249.33,237.11,2369.75,12.09,1.0585,1252.6801,22.84,119.12,1194.5
2017-02-28,34.2475,63.98,36.2,845.04,248.06,236.47,2363.64,12.92,1.0575,1248.52,22.85,119.23,1191.16
2017-03-01,34.9475,64.94,35.93,853.08,252.71,239.78,2395.96,12.54,1.0546,1248.86,22.98,119.06,1226.39
2017-03-02,34.74,64.01,35.91,848.91,251.06,238.27,2381.92,11.81,1.0506,1234.72,21.93,117.58,1256.2
2017-03-03,34.945,64.25,35.9,849.88,252.89,238.42,2383.12,10.96,1.062,1234.22,22.2,117.51,1285.33
2017-03-04,,,,,,,,,,,,,1259.73
2017-03-05,,,,,,,,,,,,,1268.14
2017-03-06,34.835,64.27,35.57,846.61,252.01,237.71,2375.31,11.24,1.0578,1225.56,21.64,116.72,1278.12
2017-03-07,34.88,64.4,35.8,846.02,250.9,237.0,2368.39,11.45,1.0565,1215.5699,21.51,115.78,1233.04
2017-03-08,34.75,64.99,35.62,850.5,250.24,236.56,2362.98,11.86,1.0539,1207.5,21.35,115.06,1149.34
2017-03-09,34.67,64.73,35.82,853.0,250.18,236.86,2364.87,12.3,1.0575,1200.76,21.14,114.47,1189.19
2017-03-10,34.785,64.93,35.91,852.46,248.38,237.69,2372.6,11.66,1.0669,1204.47,21.73,114.72,1240.62
2017-03-11,,,,,,,,,,,,,1176.64
2017-03-12,,,,,,,,,,,,,1226.01
2017-03-13,34.8,64.71,35.16,854.59,248.16,237.81,2373.47,11.35,1.0653,1203.55,22.0,114.74,1241.35
2017-03-14,34.7475,64.41,35.18,852.53,247.72,236.9,2365.45,12.3,1.0602,1198.33,21.34,114.12,1245.69
2017-03-15,35.115,64.75,35.1,852.97,246.78,238.95,2385.26,11.63,1.0732,1218.65,22.98,116.25,1255.9
2017-03-16,35.1725,64.64,35.14,853.42,248.22,238.48,2381.38,11.21,1.0764,1226.4,22.77,116.73,1172.0
2017-03-17,34.9975,64.87,35.27,852.31,243.94,237.03,2378.25,11.28,1.0736,1228.4,22.67,116.99,1068.16
2017-03-18,,,,,,,,,,,,,967.35
2017-03-19,,,,,,,,,,,,,1012.77
2017-03-20,35.365,64.93,35.43,856.97,242.01,236.77,2373.47,11.34,1.0737,1233.15,22.9374,117.5645,1036.23
2017-03-21,34.96,64.21,35.04,843.2,233.0,233.73,2344.02,12.47,1.0808,1244.5,23.26,118.54,1111.97
2017-03-22,35.355,65.03,35.37,848.06,231.07,234.28,2348.45,12.81,1.0795,1248.85,23.25,118.83,1032.85
2017-03-23,35.23,64.87,35.27,847.38,231.9,234.03,2345.96,13.12,1.078,1244.8,23.03,118.67,1029.68
2017-03-24,35.16,64.98,35.16,845.61,228.41,233.86,2343.98,12.96,1.0797,1243.8,22.92,118.86,928.08
2017-03-25,,,,,,,,,,,,,955.86
2017-03-26,,,,,,,,,,,,,958.21
2017-03-27,35.22,65.1,35.39,846.82,225.48,233.62,2341.59,12.5,1.0864,1253.79,23.43,119.53,1038.05
2017-03-28,35.95,65.29,35.6,856.0,229.33,235.32,2358.57,11.53,1.0812,1251.52,22.81,119.04,1042.94
2017-03-29,36.03,65.47,35.57,874.32,228.45,235.54,2361.13,11.42,1.0766,1251.95,22.91,119.33,1035.95
2017-03-30,35.9825,65.71,35.75,876.34,231.22,236.29,2368.06,11.54,1.0674,1242.9,22.55,118.47,1030.99
2017-03-31,35.915,65.86,36.07,886.54,229.72,235.74,2362.72,12.37,1.0649,1248.63,22.81,118.72,1070.31
2017-04-01,,,,,,,,,,,,,1083.95
2017-04-02,,,,,,,,,,,,,1077.27
2017-04-03,35.925,65.55,36.16,891.51,228.96,235.33,2358.84,12.38,1.0668,1252.85,23.2,119.35,1144.78
2017-04-04,36.1925,65.73,36.28,906.83,229.26,235.48,2360.16,11.79,1.0672,1255.47,23.45,119.62,1142.08
2017-04-05,36.005,65.56,36.22,909.28,227.66,234.78,2352.95,12.89,1.0662,1254.8,23.48,119.62,1134.59
2017-04-06,35.915,65.73,36.03,898.28,228.64,235.44,2357.49,12.39,1.0642,1251.3,23.51,119.18,1190.72
2017-04-07,35.835,65.68,36.03,894.88,227.88,235.2,2355.54,12.87,1.0588,1253.55,23.5,119.46,1185.13
2017-04-08,,,,,,,,,,,,,1184.04
2017-04-09,,,,,,,,,,,,,1206.19
2017-04-10,35.7925,65.53,35.8,907.04,228.89,235.34,2357.16,14.05,1.0593,1254.23,23.65,119.46,1208.31
2017-04-11,35.4075,65.48,35.74,902.36,227.74,235.06,2353.78,15.07,1.0602,1274.06,24.36,121.19,1218.66
2017-04-12,35.45,65.23,35.63,896.23,225.75,234.03,2344.93,15.77,1.0664,1286.1,24.57,122.02,1211.19
2017-04-13,35.2625,64.95,35.25,884.67,223.32,232.51,2328.95,15.96,1.0612,1287.36,24.54,122.6,1171.46
2017-04-14,,,,,,,,,1.0609,1285.19,,,1170.15
2017-04-15,,,,,,,,,,,,,1171.76
2017-04-16,,,,,,,,,,,,,1161.02
2017-04-17,35.4575,65.48,35.48,901.99,226.26,234.57,2349.01,14.66,1.064,1284.3,24.47,122.24,1176.45
2017-04-18,35.3,65.39,35.765,903.78,215.59,233.87,2342.19,14.42,1.0732,1289.26,24.27,122.82,1202.34
2017-04-19,35.17,65.04,35.91,899.2,214.09,233.44,2338.17,14.93,1.0709,1278.91,23.39,121.73,1202.88
2017-04-20,35.61,65.5,36.18,902.06,218.06,235.34,2355.84,14.15,1.0714,1281.35,23.58,121.96,1234.62
2017-04-21,35.5675,66.4,36.32,898.53,216.86,234.59,2348.69,14.63,1.0726,1284.0,23.61,122.31,1243.29
2017-04-22,,,,,,,,,,,,,1231.85
2017-04-23,,,,,,,,,,,,,1240.83
2017-04-24,35.91,67.53,36.75,907.41,223.22,237.17,2374.15,10.84,1.0867,1275.1801,23.2,121.48,1253.16
2017-04-25,36.1325,67.92,36.87,907.62,226.63,238.55,2388.61,10.76,1.0925,1263.36,22.22,120.25,1269.02
2017-04-26,35.92,67.83,36.93,909.29,226.2,238.4,2387.45,10.85,1.0903,1268.65,22.26,120.84,1286.65
2017-04-27,35.9475,68.27,37.43,918.38,225.81,238.6,2388.77,10.36,1.0872,1263.7,21.81,120.39,1330.92
2017-04-28,35.9125,68.46,36.15,924.99,223.8,238.08,2384.2,10.82,1.0895,1267.65,22.23,120.77,1330.97
2017-04-29,,,,,,,,,,,,,1333.0
2017-04-30,,,,,,,,,,,,,1348.88
2017-05-01,36.645,69.41,36.31,948.23,224.85,238.68,2388.33,10.11,1.0898,1256.3,21.69,119.67,1390.86
2017-05-02,36.8775,69.3,36.97,946.94,225.12,238.77,2391.17,10.59,1.0927,1256.79,21.74,119.65,1447.55
2017-05-03,36.765,69.08,36.98,941.03,226.31,238.48,2388.13,10.68,1.0882,1237.97,21.51,117.98,1503.22
2017-05-04,36.6325,68.81,36.85,937.53,226.59,238.76,2389.52,10.46,1.0984,1227.25,21.1,116.79,1537.28
2017-05-05,37.24,69.0,36.82,934.15,226.87,239.7,2399.29,10.57,1.0995,1227.59,21.55,117.01,1515.03
2017-05-06,,,,,,,,,,,,,1554.04
2017-05-07,,,,,,,,,,,,,1554.0
2017-05-08,38.2525,68.94,36.54,949.04,225.03,239.66,2399.38,9.77,1.0922,1225.8,21.54,116.75,1648.03
2017-05-09,38.4975,69.04,36.37,952.82,223.76,239.44,2396.92,9.96,1.0872,1220.9,21.52,116.05,1752.0
2017-05-10,38.315,69.31,36.01,948.95,224.88,239.87,2399.63,10.21,1.0866,1218.65,21.93,116.04,1772.57
2017-05-11,38.4875,68.46,35.69,947.62,224.76,239.38,2394.44,10.6,1.0861,1224.35,22.37,116.5,1829.0
2017-05-12,39.025,68.38,35.53,961.35,222.82,238.98,2390.9,10.4,1.0928,1228.33,22.72,116.83,1687.54
2017-05-13,,,,,,,,,,,,,1775.99
2017-05-14,,,,,,,,,,,,,1779.01
2017-05-15,38.925,68.43,35.63,957.97,225.12,240.3,2402.32,10.42,1.0973,1230.21,22.8,117.14,1704.06
2017-05-16,38.8675,69.41,35.82,966.07,225.6,240.08,2400.67,10.65,1.1082,1236.4,22.96,117.65,1700.09
2017-05-17,37.5625,67.48,35.04,944.76,213.72,235.82,2357.03,15.59,1.1158,1260.35,23.37,119.79,1775.87
2017-05-18,38.135,67.71,35.22,958.49,215.16,236.77,2365.72,14.66,1.1101,1246.55,22.65,118.81,1878.28
2017-05-19,38.265,67.69,35.4,959.84,215.39,238.31,2381.73,12.04,1.1204,1255.05,22.86,119.4,1957.04
2017-05-20,,,,,,,,,,,,,2013.99
2017-05-21,,,,,,,,,,,,,2020.0
2017-05-22,38.4975,68.45,35.77,970.67,216.02,239.52,2394.02,10.93,1.1236,1260.06,23.16,119.9,2088.7
2017-05-23,38.45,68.68,35.86,971.54,219.64,240.05,2398.42,10.72,1.1182,1250.76,22.64,119.14,2264.29
2017-05-24,38.335,68.77,36.12,980.35,223.83,240.61,2404.39,10.02,1.1217,1258.1,22.97,119.61,2416.59
2017-05-25,38.4675,69.62,36.26,993.38,222.47,241.76,2415.07,9.99,1.1209,1255.36,22.71,119.48,2277.03
2017-05-26,38.4025,69.96,36.26,995.78,223.53,241.71,2415.82,9.81,1.1182,1266.66,22.94,120.54,2279.82
2017-05-27,,,,,,,,,,,,,2041.44
2017-05-28,,,,,,,,,,,,,2171.58
2017-05-29,,,,,,,,,1.1164,1266.6,,,2290.18
2017-05-30,38.4175,70.41,36.18,996.7,218.42,241.5,2412.91,10.38,1.1183,1262.71,22.59,120.14,2203.58
2017-05-31,38.19,69.84,36.11,994.62,211.26,241.44,2411.8,10.41,1.1241,1268.09,22.69,120.62,2298.01
2017-06-01,38.295,70.1,36.12,995.95,215.01,243.36,2430.06,9.89,1.1211,1265.26,22.6,120.72,2405.76
2017-06-02,38.8625,71.76,36.32,1006.73,213.31,244.17,2439.07,9.75,1.128,1279.58,22.76,121.61,2487.27
2017-06-03,,,,,,,,,,,,,2537.31
2017-06-04,,,,,,,,,,,,,2529.74
2017-06-05,38.4825,72.28,36.34,1011.34,213.99,243.99,2436.1,10.07,1.1252,1279.45,22.74,121.73,2697.97
2017-06-06,38.6125,72.52,36.13,1003.0,214.53,243.21,2429.33,10.45,1.1275,1293.5,23.8,123.1,2875.71
2017-06-07,38.8425,72.39,36.26,1010.07,215.78,243.66,2433.14,10.39,1.1255,1286.41,23.65,122.45,2854.77
2017-06-08,38.7475,71.95,36.48,1010.27,218.76,243.78,2433.79,10.16,1.1212,1278.5,23.22,121.65,2805.46
2017-06-09,37.245,70.32,35.71,978.31,222.44,243.41,2431.77,10.7,1.1192,1265.9,22.83,120.54,2817.99
2017-06-10,,,,,,,,,,,,,2897.2
2017-06-11,,,,,,,,,,,,,2954.21
2017-06-12,36.355,69.78,35.73,964.91,221.91,243.36,2429.39,11.46,1.12,1265.02,22.74,120.36,2658.22
2017-06-13,36.6475,70.65,35.88,980.79,224.2,244.55,2440.35,10.42,1.1214,1265.35,22.97,120.48,2703.02
2017-06-14,36.29,70.27,35.53,976.47,226.51,244.24,2437.92,10.64,1.1217,1260.68,22.22,119.82,2450.0
2017-06-15,36.0725,69.9,35.31,964.17,223.23,243.77,2432.46,10.9,1.1143,1253.5,22.1,119.32,2421.21
2017-06-16,35.5675,70.0,35.21,987.71,221.81,242.64,2433.15,10.38,1.1197,1253.13,22.06,119.34,2483.01
2017-06-17,,,,,,,,,,,,,2630.05
2017-06-18,,,,,,,,,,,,,2512.9
2017-06-19,36.585,70.87,35.51,995.17,226.13,244.66,2453.46,10.37,1.1148,1242.75,21.93,118.43,2598.0
2017-06-20,36.2525,69.91,34.86,992.59,225.1,243.01,2437.03,10.86,1.1134,1242.81,21.8,118.18,2733.95
2017-06-21,36.4675,70.27,34.58,1002.23,222.49,242.95,2435.61,10.75,1.1166,1246.05,22.11,118.52,2657.0
2017-06-22,36.4075,70.26,34.36,1001.3,219.77,242.84,2434.5,10.48,1.115,1250.21,22.36,118.92,2705.62
2017-06-23,36.57,71.21,34.19,1003.74,217.19,243.13,2438.3,10.02,1.1192,1256.4,22.74,119.43,2680.96
2017-06-24,,,,,,,,,,,,,2556.33
2017-06-25,,,,,,,,,,,,,2502.24
2017-06-26,36.455,70.53,34.07,993.98,220.44,243.29,2439.07,9.9,1.1179,1243.95,22.56,118.36,2410.83
2017-06-27,35.9325,69.21,33.65,976.78,220.28,241.33,2419.38,11.06,1.1337,1246.97,22.26,118.81,2561.86
2017-06-28,36.4575,69.8,34.2,990.33,223.22,243.49,2440.69,10.03,1.1376,1248.82,22.43,118.9,2550.64
2017-06-29,35.92,68.49,33.54,975.93,224.41,241.35,2419.7,11.44,1.144,1245.24,21.95,118.32,2538.0
2017-06-30,36.005,68.93,33.74,968.0,221.9,241.8,2423.41,11.18,1.1423,1241.2,22.08,118.02,2530.85
2017-07-01,,,,,,,,,,,,,2413.87
2017-07-02,,,,,,,,,,,,,2504.39
2017-07-03,35.875,68.17,33.46,953.66,227.28,242.21,2429.01,11.22,1.136,1220.36,21.48,116.09,2540.01
2017-07-04,,,,,,,,,1.1342,1223.6,,,2594.52
2017-07-05,36.0225,69.08,34.34,971.4,228.04,242.77,2432.54,11.07,1.1352,1226.45,21.76,116.52,2595.92
2017-07-06,35.6825,68.57,33.63,965.14,226.69,240.55,2409.75,12.54,1.1422,1224.65,21.49,116.47,2599.39
2017-07-07,36.045,69.46,33.88,978.76,225.28,242.11,2425.18,11.19,1.14,1212.8,21.21,115.28,2501.46
2017-07-08,,,,,,,,,,,,,2549.39
2017-07-09,,,,,,,,,,,,,2504.03
2017-07-10,36.265,69.98,33.65,996.47,225.84,242.37,2427.43,11.11,1.1399,1213.95,21.51,115.47,2323.45
2017-07-11,36.3825,69.99,33.92,994.13,226.95,242.19,2425.53,10.89,1.1465,1217.31,21.64,115.62,2301.46
2017-07-12,36.435,71.15,34.25,1006.51,227.39,244.01,2443.25,10.3,1.141,1219.5,21.74,116.03,2385.37
2017-07-13,36.9425,71.77,34.24,1000.63,230.4,244.42,2447.83,9.9,1.1395,1216.95,21.5,115.82,2336.12
2017-07-14,37.26,72.78,34.68,1001.81,228.6,245.56,2459.27,9.51,1.1467,1228.58,21.8,116.77,2209.43
2017-07-15,,,,,,,,,,,,,1970.51
2017-07-16,,,,,,,,,,,,,1917.61
2017-07-17,37.39,73.35,34.47,1010.04,229.26,245.53,2459.14,9.82,1.1478,1233.9,21.98,117.29,2226.0
2017-07-18,37.52,73.3,34.53,1024.45,223.31,245.66,2460.61,9.89,1.1552,1241.96,22.14,118.11,2303.66
2017-07-19,37.755,73.86,34.56,1026.87,222.87,246.99,2473.83,9.79,1.1514,1240.37,22.18,118.08,2265.02
2017-07-20,37.585,74.22,34.75,1028.7,222.3,247.1,2473.45,9.58,1.1629,1244.24,22.32,118.24,2702.24
2017-07-21,37.5675,73.79,34.73,1025.67,220.18,246.88,2472.54,9.36,1.1661,1254.4,22.41,119.26,2667.01
2017-07-22,,,,,,,,,,,,,2824.8
2017-07-23,,,,,,,,,,,,,2749.01
2017-07-24,38.0225,73.6,34.5,1038.95,218.18,246.82,2469.91,9.43,1.1638,1254.86,22.05,119.31,2754.53
2017-07-25,38.185,74.19,34.67,1039.87,221.58,247.42,2477.13,9.43,1.1651,1248.55,22.27,118.92,2556.99
2017-07-26,38.365,74.05,34.75,1052.8,222.25,247.43,2477.83,9.6,1.1732,1260.6,22.84,119.88,2524.94
2017-07-27,37.64,73.16,34.97,1046.0,221.48,247.2,2475.42,10.11,1.1676,1258.5,22.57,119.79,2664.67
2017-07-28,37.375,73.04,35.31,1020.04,223.61,246.91,2472.1,10.29,1.175,1268.75,22.91,120.69,2777.01
2017-07-29,,,,,,,,,,,,,2666.61
2017-07-30,,,,,,,,,,,,,2740.01
2017-07-31,37.1825,72.7,35.47,987.78,225.33,246.77,2470.3,10.26,1.184,1269.05,22.86,120.75,2851.87
2017-08-01,37.5125,72.58,36.35,996.19,227.0,247.32,2476.35,10.09,1.1801,1268.55,22.83,120.65,2731.0
2017-08-02,39.285,72.26,36.64,995.89,226.27,247.44,2477.57,10.28,1.1854,1266.2,22.77,120.4,2703.48
2017-08-03,38.8925,72.15,36.49,986.92,223.99,246.96,2472.16,10.44,1.1868,1268.15,22.7,120.59,2790.01
2017-08-04,39.0975,72.68,36.3,987.58,229.79,247.41,2476.83,10.03,1.1768,1257.85,22.32,119.65,2851.01
2017-08-05,,,,,,,,,,,,,3251.29
2017-08-06,,,,,,,,,,,,,3216.74
2017-08-07,39.7025,72.4,36.43,992.27,232.92,247.87,2480.91,9.93,1.1793,1257.31,22.2,119.51,3383.04
2017-08-08,40.02,72.79,36.41,989.84,232.05,247.26,2474.92,10.96,1.1749,1260.24,22.25,119.86,3408.46
2017-08-09,40.265,72.47,36.59,982.01,231.01,247.25,2474.02,11.11,1.1757,1277.15,22.6,121.31,3342.99
2017-08-10,38.83,71.41,36.14,956.92,225.5,243.76,2438.21,16.04,1.177,1286.0,23.08,122.21,3410.0
2017-08-11,39.37,72.5,35.87,967.99,224.15,244.12,2441.32,15.51,1.182,1288.81,23.15,122.79,3638.02
2017-08-12,,,,,,,,,,,,,3855.38
2017-08-13,,,,,,,,,,,,,4046.6
2017-08-14,39.9625,73.59,36.34,983.3,227.36,246.54,2465.84,12.33,1.1778,1281.86,22.83,121.92,4079.36
2017-08-15,40.4,73.22,36.0,982.74,227.59,246.51,2464.61,12.04,1.1733,1271.38,22.56,120.98,4152.01
2017-08-16,40.2375,73.65,35.81,978.18,225.61,246.94,2468.11,11.74,1.1768,1282.71,23.08,121.87,4361.93
2017-08-17,39.465,72.4,35.17,960.57,221.42,243.09,2430.01,15.55,1.1723,1287.61,23.03,122.49,4260.38
