Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD,BTC=
2014-11-15,,,,,,,,,,,,,376.11
2014-11-16,,,,,,,,,,,,,389.76
2014-11-17,28.4975,49.46,34.24,323.05,189.93,204.37,2041.32,13.99,1.2449,1186.24,19.39,114.05,387.62
2014-11-18,28.8675,48.74,34.71,324.93,189.64,205.55,2051.8,13.86,1.2536,1197.25,20.3,115.05,373.95
2014-11-19,28.6675,48.22,34.35,326.54,189.19,205.22,2048.72,13.96,1.2553,1182.83,19.1899,113.68,378.29
2014-11-20,29.0775,48.7,35.95,330.54,189.75,205.58,2052.75,13.58,1.2538,1193.44,19.71,114.86,356.24
2014-11-21,29.1175,47.98,35.59,332.63,189.59,206.68,2063.5,12.9,1.2388,1201.09,19.875,115.39,350.28
2014-11-22,,,,,,,,,,,,,353.01
2014-11-23,,,,,,,,,,,,,367.18
2014-11-24,29.65625,47.59,36.25,335.64,190.07,207.26,2069.41,12.62,1.2442,1197.1,19.59,115.11,374.62
2014-11-25,29.4,47.47,36.32,335.04,188.86,207.11,2067.03,12.25,1.2474,1200.69,20.39,115.38,378.28
2014-11-26,29.75,47.75,36.9,333.57,188.52,207.64,2072.83,12.07,1.2505,1197.59,20.1,115.16,368.4
2014-11-27,,,,,,,,,1.2466,1191.25,,,369.3
2014-11-28,29.7325,47.81,37.25,338.64,188.41,207.2,2067.56,13.33,1.245,1167.04,18.36,112.11,375.68
2014-11-29,,,,,,,,,,,,,375.21
2014-11-30,,,,,,,,,,,,,375.48
2014-12-01,28.7675,48.62,37.17,326.0,188.2,205.76,2053.44,14.29,1.2469,1210.43,19.715,116.58,376.51
2014-12-02,28.6575,48.46,37.6,326.31,190.19,207.085,2066.55,12.85,1.2381,1198.56,19.2,115.14,379.57
2014-12-03,28.9825,48.08,37.43,316.5,190.95,207.89,2074.33,12.47,1.231,1209.19,19.25,116.33,376.29
2014-12-04,28.8725,48.84,37.46,316.93,191.95,207.66,2071.92,12.38,1.2377,1205.32,19.2,115.88,367.8
2014-12-05,28.75,48.42,37.67,312.63,195.45,208.0,2075.37,11.82,1.2285,1191.64,18.75,114.43,375.13
2014-12-06,,,,,,,,,,,,,374.01
2014-12-07,,,,,,,,,,,,,376.0
2014-12-08,28.1,47.695,37.2,306.64,196.62,206.61,2060.31,14.21,1.2316,1202.8,18.89,115.78,362.17
2014-12-09,28.53,47.59,36.89,312.5,196.89,206.47,2059.82,14.89,1.2374,1230.39,19.77,118.19,350.79
2014-12-10,27.9875,46.9,36.42,305.84,192.0,203.1601,2026.14,18.53,1.2447,1226.7,19.21,117.96,345.2
2014-12-11,27.905,47.17,36.7,307.36,193.54,204.19,2035.33,20.08,1.2409,1227.55,18.995,117.69,348.63
2014-12-12,27.4325,46.95,36.225,307.32,188.82,200.89,2002.33,21.08,1.246,1222.21,18.65,117.41,352.23
2014-12-13,,,,,,,,,,,,,350.19
2014-12-14,,,,,,,,,,,,,356.52
2014-12-15,27.05625,46.67,35.92,306.07,185.54,199.51,1989.63,20.42,1.2436,1192.21,17.34,114.39,347.93
2014-12-16,26.68625,45.16,35.56,295.06,183.31,197.91,1972.74,23.57,1.251,1196.21,17.1,114.95,328.65
2014-12-17,27.3525,45.74,36.24,298.88,185.03,201.79,2012.89,19.44,1.2341,1188.2,17.98,114.27,320.72
2014-12-18,28.1625,47.52,37.02,297.73,191.61,206.78,2061.23,16.81,1.2285,1197.65,18.76,115.15,312.48
2014-12-19,27.945,47.66,36.37,299.9,193.28,206.52,2070.65,16.49,1.2226,1195.35,18.53,114.77,318.57
2014-12-20,,,,,,,,,,,,,330.21
2014-12-21,,,,,,,,,,,,,320.01
2014-12-22,28.235,47.98,37.21,306.54,194.44,207.47,2078.54,15.25,1.2229,1174.66,17.46,112.55,331.53
2014-12-23,28.135,48.45,37.43,306.285,195.5,207.75,2082.17,14.8,1.2171,1175.2,17.3,112.74,335.41
2014-12-24,28.0025,48.14,37.44,303.03,195.89,207.77,2081.88,14.37,1.2193,1173.3,17.77,112.77,321.62
2014-12-25,,,,,,,,,1.2221,,,,319.19
2014-12-26,28.4975,47.88,37.55,309.09,195.45,208.44,2088.77,14.5,1.2175,1194.65,18.24,114.83,328.27
2014-12-27,,,,,,,,,,,,,316.01
2014-12-28,,,,,,,,,,,,,316.69
2014-12-29,28.4775,47.45,37.18,312.04,196.19,208.72,2090.57,15.06,1.2151,1182.71,17.82,113.67,313.01
2014-12-30,28.13,47.02,36.76,310.3,195.71,207.6,2080.35,15.92,1.2156,1199.86,18.45,115.2,311.0
2014-12-31,27.595,46.45,36.29,310.35,193.83,205.54,2058.9,19.2,1.2097,1183.55,18.38,113.58,320.98
2015-01-01,,,,,,,,,1.2102,1181.6,,,313.81
2015-01-02,27.3325,46.76,36.36,308.52,194.41,205.43,2058.2,17.79,1.2,1188.68,18.94,114.08,315.41
2015-01-03,,,,,,,,,,,,,280.0
2015-01-04,,,,,,,,,,,,,264.03
2015-01-05,26.5625,46.325,35.95,302.19,188.34,201.72,2020.58,19.92,1.1931,1203.7,19.44,115.8,276.8
2015-01-06,26.565,45.65,35.28,295.29,184.53,199.82,2002.61,21.12,1.1888,1218.45,20.47,117.12,276.82
2015-01-07,26.9375,46.23,36.02,298.42,187.28,202.31,2025.9,19.31,1.1837,1210.05,20.09,116.43,
2015-01-08,27.9725,47.59,36.69,300.46,190.27,205.9,2062.14,17.01,1.1792,1208.63,19.79,115.94,276.82
2015-01-09,28.0025,47.19,36.76,296.93,187.35,204.25,2044.81,17.55,1.1839,1222.65,20.71,117.26,293.83
2015-01-10,,,,,,,,,,,,,275.59
2015-01-11,,,,,,,,,,,,,266.23
2015-01-12,27.3125,46.6,36.6,291.41,185.07,202.65,2028.26,19.6,1.1833,1233.26,21.49,118.56,267.01
2015-01-13,27.555,46.355,36.5,294.74,184.93,202.08,2023.03,20.56,1.1772,1230.36,20.55,118.16,227.0
2015-01-14,27.45,45.955,36.35,293.27,180.23,200.86,2011.27,21.48,1.1789,1229.55,20.31,117.97,171.41
2015-01-15,26.705,45.48,36.19,286.95,178.49,199.0199,1992.67,22.39,1.1628,1261.16,21.48,120.94,209.88
2015-01-16,26.4975,46.24,36.45,290.74,177.23,201.63,2019.42,20.95,1.1567,1279.81,22.16,122.52,208.13
2015-01-17,,,,,,,,,,,,,199.35
2015-01-18,,,,,,,,,,,,,211.04
2015-01-19,,,,,,,,,1.1604,1276.7,,,216.0
2015-01-20,27.18,46.39,36.09,289.44,175.63,202.055,2022.55,19.89,1.1549,1293.56,22.94,124.2,210.65
2015-01-21,27.3875,45.92,36.48,297.25,177.15,203.08,2032.12,18.85,1.1608,1293.06,22.54,124.23,227.16
2015-01-22,28.1,47.13,36.91,310.32,182.04,206.1,2063.15,16.4,1.1365,1301.23,22.42,125.23,233.5
2015-01-23,28.245,47.18,36.445,312.39,180.49,204.97,2051.82,16.66,1.1207,1294.15,21.74,124.23,233.39
2015-01-24,,,,,,,,,,,,,249.32
2015-01-25,,,,,,,,,,,,,248.63
2015-01-26,28.275,47.01,35.805,309.66,180.42,205.45,2057.09,15.52,1.1237,1280.86,22.15,122.99,274.0
2015-01-27,27.285,42.66,34.185,306.75,176.49,202.74,2029.55,17.22,1.1381,1292.08,22.88,124.4,263.64
2015-01-28,28.8275,41.19,33.775,303.91,173.05,200.14,2002.16,20.44,1.1286,1284.35,21.97,123.42,235.0
2015-01-29,29.725,42.01,34.21,311.78,175.99,201.9902,2021.25,18.76,1.1319,1256.5,21.59,120.76,235.1
2015-01-30,29.29,40.4,33.04,354.53,172.41,199.45,1994.99,20.97,1.1286,1282.8,22.29,123.45,228.97
2015-01-31,,,,,,,,,,,,,216.9
2015-02-01,,,,,,,,,,,,,226.9
2015-02-02,29.6575,41.28,33.65,364.47,175.49,201.92,2020.85,19.43,1.134,1274.69,22.45,122.42,237.23
2015-02-03,29.6625,41.6,33.7,363.55,180.24,204.84,2050.03,17.33,1.1479,1259.71,21.87,121.05,227.44
2015-02-04,29.89,41.84,33.6,364.75,178.78,204.06,2041.51,18.33,1.1344,1269.65,22.27,121.58,226.85
2015-02-05,29.985,42.45,33.94,373.89,180.77,206.12,2062.52,16.85,1.1475,1264.4,22.58,121.79,216.31
2015-02-06,29.7325,42.41,33.295,374.28,183.43,205.55,2055.47,17.29,1.1313,1233.22,21.33,118.64,222.21
2015-02-07,,,,,,,,,,,,,228.57
2015-02-08,,,,,,,,,,,,,223.38
2015-02-09,29.93,42.36,32.93,370.56,182.22,204.63,2046.74,18.55,1.1323,1238.93,21.69,119.17,220.3
2015-02-10,30.505,42.6,33.7,372.995,184.56,206.81,2068.59,17.23,1.1319,1233.8,21.28,118.47,220.36
2015-02-11,31.22,42.38,33.55,375.14,187.65,206.93,2068.53,16.96,1.1331,1218.66,20.86,117.07,219.56
2015-02-12,31.615,43.09,34.125,377.17,189.78,208.92,2088.48,15.34,1.1402,1222.2,21.15,117.34,223.0
2015-02-13,31.77,43.87,34.36,381.83,189.0,209.78,2096.99,14.69,1.1383,1229.2,21.26,117.98,237.0
2015-02-14,,,,,,,,,,,,,256.01
2015-02-15,,,,,,,,,,,,,235.0
2015-02-16,,,,,,,,,1.1352,1231.1,,,234.01
2015-02-17,31.9575,43.58,34.735,375.43,190.02,210.11,2100.34,15.8,1.141,1209.0,20.57,116.01,244.6
2015-02-18,32.17875,43.53,34.265,373.37,188.67,210.13,2099.68,15.45,1.1395,1212.61,21.04,116.34,236.82
2015-02-19,32.1125,43.5,34.21,378.995,189.11,209.98,2097.45,15.29,1.1366,1207.05,20.54,115.94,240.61
2015-02-20,32.37375,43.855,34.41,383.66,191.51,211.239,2110.3,14.3,1.1378,1201.91,20.45,115.28,245.68
2015-02-21,,,,,,,,,,,,,244.94
2015-02-22,,,,,,,,,,,,,235.78
2015-02-23,33.25,44.15,33.76,380.14,190.31,211.209,2109.66,14.56,1.133,1201.42,20.54,115.43,238.88
2015-02-24,33.0425,44.09,34.41,378.59,192.22,211.81,2115.48,13.69,1.1339,1199.51,20.42,115.26,239.26
2015-02-25,32.1975,43.99,33.945,385.37,191.72,211.63,2113.86,13.84,1.1361,1204.4,20.79,115.7,237.77
2015-02-26,32.60375,44.055,33.65,384.8,192.2,211.38,2110.74,13.91,1.1196,1208.3,20.96,116.07,236.62
2015-02-27,32.115,43.85,33.25,380.16,189.79,210.66,2104.5,13.34,1.1193,1212.55,21.28,116.16,252.13
2015-02-28,,,,,,,,,,,,,252.58
2015-03-01,,,,,,,,,,,,,256.59
2015-03-02,32.2725,43.88,34.06,385.655,191.79,211.99,2117.39,13.04,1.1183,1206.7,20.76,115.68,274.95
2015-03-03,32.34,43.28,34.095,384.61,191.27,211.12,2107.78,13.86,1.1174,1203.31,20.38,115.47,281.0
2015-03-04,32.135,43.055,34.12,382.72,189.67,210.2301,2098.53,14.23,1.1077,1199.45,20.04,115.11,270.33
2015-03-05,31.6025,43.11,33.73,387.83,190.08,210.46,2101.04,14.04,1.1028,1198.2,20.08,115.0,271.83
2015-03-06,31.65,42.36,33.19,380.09,186.91,207.5,2071.26,15.2,1.0843,1166.72,18.58,111.86,272.08
2015-03-07,,,,,,,,,,,,,276.65
2015-03-08,,,,,,,,,,,,,274.95
2015-03-09,31.785,42.85,32.72,378.56,187.93,208.36,2079.43,15.06,1.085,1166.55,17.91,111.97,286.9
2015-03-10,31.1275,42.03,31.7,369.51,182.71,204.98,2044.16,16.69,1.0697,1161.18,17.67,111.42,289.5
2015-03-11,30.56,41.98,32.33,366.37,184.18,204.5,2040.24,16.87,1.0545,1154.05,18.2,110.75,295.57
2015-03-12,31.1125,41.02,30.8,374.24,189.95,207.1,2065.95,15.42,1.0635,1153.3,18.07,110.72,294.84
2015-03-13,30.8975,41.38,30.93,370.58,189.34,205.8272,2053.4,16.0,1.0493,1158.73,18.07,110.88,283.25
2015-03-14,,,,,,,,,,,,,282.2
2015-03-15,,,,,,,,,,,,,286.18
2015-03-16,31.2375,41.56,30.83,373.35,191.9,208.58,2081.19,15.61,1.0566,1153.84,18.11,110.81,289.12
2015-03-17,31.76,41.695,30.59,371.92,190.57,207.96,2074.28,15.66,1.0597,1148.55,17.93,110.21,283.01
2015-03-18,32.1175,42.5,30.89,375.135,192.32,210.46,2099.5,13.97,1.0865,1166.75,18.84,112.37,256.81
2015-03-19,31.87375,42.285,30.74,373.24,189.97,209.5,2089.27,14.07,1.0659,1170.9,18.71,112.29,261.45
2015-03-20,31.475,42.88,31.31,378.49,193.13,210.41,2108.1,13.02,1.082,1182.18,19.33,113.57,261.24
2015-03-21,,,,,,,,,,,,,259.99
2015-03-22,,,,,,,,,,,,,267.74
2015-03-23,31.8025,42.855,31.2,375.11,191.96,210.0,2104.42,13.41,1.0945,1188.7,19.75,114.29,265.55
2015-03-24,31.6725,42.9,30.79,374.09,191.28,208.82,2091.5,13.62,1.0924,1192.73,19.64,114.57,245.0
2015-03-25,30.845,41.46,29.89,370.96,187.35,205.76,2061.05,15.44,1.0969,1195.25,19.36,114.73,246.7
2015-03-26,31.06,41.21,30.08,367.35,187.24,205.27,2056.15,15.8,1.0883,1203.98,19.07,115.48,249.1
2015-03-27,30.8125,40.97,32.0,370.56,188.06,205.74,2061.02,15.07,1.0887,1198.8,18.84,115.06,247.58
2015-03-28,,,,,,,,,,,,,252.4
2015-03-29,,,,,,,,,,,,,242.0
2015-03-30,31.5925,40.96,31.46,374.59,191.02,208.25,2086.24,14.51,1.0832,1185.7,18.47,113.75,247.94
2015-03-31,31.1075,40.655,31.27,372.1,187.97,206.43,2067.89,15.29,1.073,1183.1,18.24,113.66,243.84
2015-04-01,31.0625,40.72,30.81,370.255,192.23,205.7,2059.69,15.11,1.0762,1204.0,19.21,115.6,246.2
2015-04-02,31.33,40.29,30.81,372.25,191.55,206.435,2066.96,14.67,1.0881,1201.84,18.99,115.28,253.23
2015-04-03,,,,,,,,,1.0976,1210.15,,,254.02
2015-04-04,,,,,,,,,,,,,253.7
2015-04-05,,,,,,,,,,,,,260.53
2015-04-06,31.8375,41.545,31.04,377.04,192.05,207.83,2080.62,14.74,1.0921,1214.3,19.7,116.69,255.1
2015-04-07,31.5025,41.53,31.26,374.41,192.39,207.28,2076.33,14.78,1.0813,1208.2,19.19,116.11,253.7
2015-04-08,31.4,41.42,31.31,381.2,192.56,207.975,2081.9,13.98,1.0779,1202.4,19.09,115.47,253.37
2015-04-09,31.64,41.48,31.24,383.54,194.89,208.9,2091.18,13.09,1.0658,1194.46,18.91,114.67,243.29
2015-04-10,31.775,41.72,31.93,382.65,195.64,210.04,2102.06,12.58,1.0602,1207.65,19.45,115.966,235.7
2015-04-11,,,,,,,,,,,,,236.05
2015-04-12,,,,,,,,,,,,,236.06
2015-04-13,31.7125,41.76,31.73,382.36,195.58,209.09,2092.43,13.94,1.0566,1198.27,19.26,115.14,222.74
2015-04-14,31.575,41.65,31.49,385.11,197.72,209.49,2095.84,13.67,1.0652,1193.08,19.41,114.44,215.78
2015-04-15,31.695,42.255,32.83,383.45,201.1,210.43,2106.63,12.84,1.0684,1201.3,19.98,115.43,222.38
2015-04-16,31.5425,42.16,32.87,386.04,200.21,210.37,2104.99,12.6,1.076,1197.15,19.74,115.03,227.39
2015-04-17,31.1875,41.615,32.47,375.56,197.35,207.95,2081.18,13.89,1.0805,1204.15,19.72,115.6,222.55
2015-04-18,,,,,,,,,,,,,223.32
2015-04-19,,,,,,,,,,,,,222.51
2015-04-20,31.9,42.905,32.73,389.51,198.1,209.85,2100.4,13.3,1.0736,1196.1,19.83,114.72,224.25
2015-04-21,31.7275,42.635,32.43,391.18,196.84,209.6,2097.29,13.25,1.0733,1202.28,19.97,115.38,235.71
2015-04-22,32.155,42.985,32.7,389.8,198.32,210.63,2107.96,12.71,1.0725,1186.9,19.3101,113.83,232.84
2015-04-23,32.4175,43.34,32.35,389.99,199.31,211.16,2112.93,12.48,1.0824,1193.6,19.78,114.66,235.59
2015-04-24,32.57,47.87,32.08,445.1,197.99,211.6499,2117.69,12.29,1.0872,1178.87,19.36,113.05,230.93
2015-04-25,,,,,,,,,,,,,226.09
2015-04-26,,,,,,,,,,,,,219.48
2015-04-27,33.1625,48.03,32.5,438.56,196.52,210.77,2108.92,13.12,1.0886,1201.55,19.76,115.33,227.16
2015-04-28,32.64,49.155,33.02,429.31,197.49,211.44,2114.76,12.41,1.098,1211.6,20.53,116.33,225.16
2015-04-29,32.16,49.06,32.885,429.37,198.56,210.57,2106.85,13.39,1.1129,1204.3,20.72,115.51,225.48
2015-04-30,31.2875,48.64,32.55,421.78,196.42,208.46,2085.51,14.55,1.1222,1183.85,20.11,113.47,236.2
2015-05-01,32.2375,48.655,33.42,422.87,197.53,210.72,2108.29,12.7,1.12,1178.1,20.27,113.08,231.0
2015-05-02,,,,,,,,,,,,,233.03
2015-05-03,,,,,,,,,,,,,239.51
2015-05-04,32.175,48.24,33.43,423.04,199.3,211.32,2114.49,12.85,1.1144,1187.8,20.41,114.1,238.04
2015-05-05,31.45,47.6,32.64,421.19,197.29,208.9,2089.46,14.31,1.1184,1192.83,20.22,114.42,235.87
2015-05-06,31.2525,46.28,32.22,419.1,196.25,208.04,2080.15,15.15,1.1351,1191.3,19.71,114.36,228.4
2015-05-07,31.315,46.7,32.245,426.88,197.39,208.87,2088.0,15.13,1.1265,1184.3,19.83,113.42,236.91
2015-05-08,31.905,47.75,32.8,433.69,200.5,211.62,2116.1,12.86,1.1203,1187.65,19.97,113.97,243.2
2015-05-09,,,,,,,,,,,,,241.81
2015-05-10,,,,,,,,,,,,,238.75
2015-05-11,31.58,47.37,32.69,432.85,201.73,210.605,2105.33,13.85,1.1154,1183.7,20.02,113.53,241.11
2015-05-12,31.46625,47.35,32.25,431.02,200.53,209.98,2099.12,13.86,1.1213,1193.1,20.29,114.5,241.03
2015-05-13,31.5025,47.625,32.64,426.87,201.43,210.02,2098.48,13.76,1.1355,1215.23,20.78,116.55,235.79
2015-05-14,32.2375,48.72,32.97,432.28,202.62,212.21,2121.1,12.74,1.1408,1221.12,20.82,117.18,236.86
2015-05-15,32.1925,48.295,32.99,426.0,202.97,212.44,2122.73,12.38,1.1451,1223.1,20.72,117.53,237.2
2015-05-16,,,,,,,,,,,,,235.43
2015-05-17,,,,,,,,,,,,,235.69
2015-05-18,32.5475,48.01,33.41,425.24,204.66,213.1,2129.2,12.73,1.1314,1225.24,20.75,117.52,232.85
2015-05-19,32.5175,47.58,33.15,421.71,205.4,213.03,2127.83,12.85,1.1147,1207.34,20.0,115.89,231.37
2015-05-20,32.515,47.58,33.37,423.86,205.08,212.88,2125.85,12.88,1.1091,1209.17,20.08,116.08,234.14
2015-05-21,32.8475,47.42,33.55,431.63,204.95,213.5,2130.82,12.11,1.1112,1205.95,19.94,115.69,234.95
2015-05-22,33.135,46.9,33.45,427.63,207.8,212.99,2126.06,12.13,1.1015,1205.88,19.83,115.6,238.74
2015-05-23,,,,,,,,,,,,,237.86
2015-05-24,,,,,,,,,,,,,239.41
2015-05-25,,,,,,,,,1.0975,1206.8,,,235.51
2015-05-26,32.405,46.59,33.105,425.47,206.38,210.7,2104.2,14.06,1.0873,1186.55,19.245,113.91,235.51
2015-05-27,33.01125,47.61,33.71,431.42,209.06,212.7,2123.48,13.27,1.0903,1187.4,19.44,113.89,235.16
2015-05-28,32.945,47.45,34.01,426.57,208.48,212.46,2120.79,13.31,1.0946,1187.7,19.6,114.02,236.45
2015-05-29,32.57,46.86,34.46,429.23,206.19,211.14,2107.39,13.84,1.0987,1189.75,19.58,114.1,235.75
2015-05-30,,,,,,,,,,,,,232.3
2015-05-31,,,,,,,,,,,,,228.73
2015-06-01,32.63375,47.23,33.905,430.92,207.81,211.57,2111.73,13.97,1.0925,1188.65,19.49,114.0,223.49
2015-06-02,32.49,46.92,33.27,430.99,206.43,211.36,2109.6,14.24,1.1152,1193.34,19.78,114.46,224.88
2015-06-03,32.53,46.85,32.73,436.59,208.29,211.92,2114.07,13.66,1.1274,1184.75,19.41,113.64,224.27
2015-06-04,32.34,46.36,32.31,430.78,208.87,210.1292,2095.84,14.71,1.1237,1176.05,19.07,112.84,222.88
2015-06-05,32.1625,46.14,31.84,426.95,210.45,209.77,2092.83,14.21,1.1111,1171.25,18.83,112.24,224.16
2015-06-06,,,,,,,,,,,,,224.86
2015-06-07,,,,,,,,,,,,,222.39
2015-06-08,31.95,45.73,31.3,423.5,209.79,208.48,2079.28,15.29,1.1291,1173.45,19.02,112.57,227.95
2015-06-09,31.855,45.65,31.25,425.48,209.02,208.45,2080.15,14.47,1.1283,1176.2,18.78,112.82,228.57
2015-06-10,32.22,46.61,31.82,430.77,213.13,210.95,2105.2,13.22,1.1324,1185.98,18.96,113.78,227.8
2015-06-11,32.1475,46.44,31.85,432.97,213.94,211.63,2108.86,12.85,1.1257,1181.8,18.74,113.26,229.03
2015-06-12,31.7925,45.97,31.32,429.92,213.06,210.01,2094.11,13.78,1.1268,1180.3,18.55,113.23,229.3
2015-06-13,,,,,,,,,,,,,231.77
2015-06-14,,,,,,,,,,,,,231.72
2015-06-15,31.73,45.475,31.39,423.67,211.76,209.11,2084.43,15.39,1.1283,1185.9,18.59,113.73,235.92
2015-06-16,31.9,45.83,31.635,427.26,213.56,210.25,2096.29,14.81,1.1246,1181.45,18.33,113.32,250.09
2015-06-17,31.825,45.97,31.95,427.81,212.93,210.59,2100.44,14.5,1.1335,1185.05,18.86,113.85,247.75
2015-06-18,31.97,46.72,32.38,439.39,214.6,212.78,2121.24,13.19,1.1358,1200.92,19.1,115.32,248.3
2015-06-19,31.65,46.1,32.07,434.92,213.19,210.81,2109.99,13.96,1.1352,1199.76,18.64,115.12,243.7
2015-06-20,,,,,,,,,,,,,244.65
2015-06-21,,,,,,,,,,,,,243.57
2015-06-22,31.9025,46.23,32.26,436.29,216.51,211.89,2122.85,12.74,1.134,1184.7,18.33,113.64,245.99
2015-06-23,31.7575,45.91,32.085,445.99,218.4,212.04,2124.2,12.11,1.1169,1177.94,18.38,112.89,243.74
2015-06-24,32.0275,45.635,31.91,440.84,214.43,210.5,2108.58,13.26,1.1205,1174.8,18.36,112.59,240.18
2015-06-25,31.875,45.65,31.99,440.1,212.82,209.86,2102.31,14.01,1.1204,1172.83,18.17,112.44,241.98
2015-06-26,31.6875,45.26,31.02,438.1,213.17,209.82,2101.49,14.02,1.1164,1174.58,18.09,112.56,242.95
2015-06-27,,,,,,,,,,,,,251.21
2015-06-28,,,,,,,,,,,,,248.58
2015-06-29,31.1325,44.37,30.39,429.86,207.65,205.42,2057.64,18.85,1.1235,1179.95,17.9,113.07,256.0
2015-06-30,31.35625,44.15,30.415,434.09,208.79,205.85,2063.11,18.23,1.1135,1172.2,17.76,112.37,262.5
2015-07-01,31.65,44.445,30.18,437.39,209.94,207.5,2077.42,16.09,1.1052,1168.5,17.28,111.98,257.52
2015-07-02,31.61,44.4,30.555,437.71,209.2,207.31,2076.78,16.79,1.1083,1165.75,17.63,111.76,254.48
2015-07-03,,,,,,,,,1.1112,1167.44,,,255.92
2015-07-04,,,,,,,,,,,,,259.91
2015-07-05,,,,,,,,,,,,,268.61
2015-07-06,31.5,44.39,30.04,436.04,208.04,206.72,2068.76,17.01,1.1055,1169.65,17.85,112.06,268.5
2015-07-07,31.4225,44.3,29.9,436.72,208.21,208.02,2081.34,16.09,1.101,1155.15,16.98,110.76,265.52
2015-07-08,30.6425,44.24,29.5,429.7,204.06,204.53,2046.68,19.66,1.1075,1157.85,16.86,111.09,270.4
2015-07-09,30.0175,44.52,28.93,434.39,204.81,204.9,2051.31,19.97,1.1036,1159.15,16.93,111.36,268.66
2015-07-10,30.82,44.61,29.17,443.51,207.19,207.48,2076.62,16.83,1.1162,1163.56,16.75,111.49,284.92
2015-07-11,,,,,,,,,,,,,291.64
2015-07-12,,,,,,,,,,,,,310.35
2015-07-13,31.415,45.54,29.73,455.57,210.12,209.77,2099.6,13.9,1.1002,1157.6,16.8,110.99,291.96
2015-07-14,31.4025,45.62,29.65,465.57,212.16,210.68,2108.95,13.37,1.1009,1155.03,16.69,110.74,287.11
2015-07-15,31.705,45.76,29.69,461.19,212.96,210.61,2107.4,13.23,1.0947,1149.25,16.31,110.16,285.43
2015-07-16,32.1275,46.66,29.9,475.48,211.18,212.3,2124.29,12.11,1.0874,1144.65,16.15,109.76,277.74
2015-07-17,32.405,46.62,29.47,483.01,212.46,212.48,2126.64,11.95,1.0828,1133.6,15.42,108.65,279.12
2015-07-18,,,,,,,,,,,,,276.78
2015-07-19,,,,,,,,,,,,,275.02
2015-07-20,33.0175,46.92,29.1,488.1,212.39,212.59,2128.28,12.25,1.0825,1096.55,13.76,105.7,278.95
2015-07-21,32.6875,47.28,28.72,488.0,211.5,211.75,2119.21,12.22,1.0936,1101.01,14.12,105.37,276.48
2015-07-22,31.305,45.54,28.605,488.27,213.25,211.37,2114.15,12.12,1.0933,1092.95,14.08,104.8,277.95
2015-07-23,31.29,46.11,28.595,482.18,211.05,210.18,2102.15,12.63,1.0981,1090.4,13.62,104.33,276.38
2015-07-24,31.125,45.94,28.06,529.42,207.35,208.0,2079.65,13.74,1.0982,1098.35,14.08,105.35,289.0
2015-07-25,,,,,,,,,,,,,288.82
2015-07-26,,,,,,,,,,,,,292.85
2015-07-27,30.6925,45.35,28.35,531.41,205.02,206.79,2067.64,15.6,1.1091,1094.02,13.57,104.86,294.14
2015-07-28,30.845,45.34,28.96,526.03,206.24,209.33,2093.25,13.44,1.1058,1094.95,13.69,105.02,293.67
2015-07-29,30.7475,46.29,29.01,529.0,206.84,210.77,2108.57,12.5,1.0984,1096.31,13.97,105.17,289.8
2015-07-30,30.5925,46.88,28.91,536.76,207.2,210.82,2108.63,12.13,1.0931,1087.49,13.46,104.27,288.01
2015-07-31,30.325,46.7,28.95,536.15,205.07,210.5,2103.84,12.12,1.0987,1095.4,13.75,104.93,284.34
2015-08-01,,,,,,,,,,,,,280.19
2015-08-02,,,,,,,,,,,,,281.69
2015-08-03,29.61,46.81,29.05,535.03,204.69,209.79,2098.04,12.56,1.0949,1085.75,13.27,104.1,280.28
2015-08-04,28.66,47.54,29.13,531.9,205.17,209.38,2093.32,13.0,1.088,1087.0,13.29,104.31,284.85
2015-08-05,28.85,47.58,29.12,537.01,205.7,210.07,2099.84,12.51,1.0904,1084.65,13.09,103.93,280.95
2015-08-06,28.7825,46.62,29.01,529.46,205.09,208.35,2083.56,13.77,1.0923,1089.01,13.37,104.39,277.08
2015-08-07,28.88,46.74,28.88,522.62,203.44,207.95,2077.57,13.39,1.0965,1093.8,13.4,104.65,279.52
2015-08-08,,,,,,,,,,,,,262.16
2015-08-09,,,,,,,,,,,,,264.53
2015-08-10,29.93,47.33,29.64,524.0,205.97,210.57,2104.18,12.23,1.1016,1104.11,14.29,105.72,264.11
2015-08-11,28.3725,46.41,28.97,527.46,201.7,208.67,2084.07,13.71,1.104,1108.61,14.52,106.26,270.98
2015-08-12,28.81,46.74,29.46,525.91,201.13,208.92,2086.05,13.61,1.1156,1124.9,15.52,107.75,267.22
2015-08-13,28.7875,46.73,28.87,529.66,200.74,208.66,2083.39,13.49,1.1148,1114.65,14.64,106.86,264.49
2015-08-14,28.99,47.0,29.02,531.52,202.02,209.42,2091.54,12.83,1.1106,1113.7,14.49,106.85,265.4
2015-08-15,,,,,,,,,,,,,261.25
2015-08-16,,,,,,,,,,,,,256.09
2015-08-17,29.29,47.32,29.08,535.22,202.57,210.59,2102.44,13.02,1.108,1117.26,15.04,107.13,256.47
2015-08-18,29.125,47.27,28.91,535.02,201.18,209.98,2096.92,13.79,1.1018,1117.61,14.77,107.11,223.53
